ID,FirstYearDelinquency,AgeOldestIdentityRecord,AgeOldestAccount,AgeNewestAutoAccount,TotalInquiries,AvgAgeAutoAccounts,TotalAutoAccountsNeverDelinquent,WorstDelinquency,HasInquiryTelecomm
8332037,0,316,239,NA,0,NA,NA,400,0
8332038,0,203,145,NA,0,NA,NA,1,0
8332039,0,363,104,NA,0,NA,NA,1,0
8332040,0,78,77,4,0,4,1,400,0
8332041,0,164,109,NA,0,NA,NA,1,0
8332042,0,168,171,15,2,15,1,400,1
8332043,0,163,78,78,0,78,0,400,0
8332044,1,27,20,20,0,20,1,30,0
8332045,0,181,135,66,0,85,3,1,0
8332046,1,234,238,46,2,66,1,400,0
8332047,0,20,NA,NA,0,NA,NA,NA,0
8332048,1,170,147,90,0,90,0,1,0
8332049,0,215,195,42,1,49,1,1,0
8332050,0,298,277,17,0,94,5,400,0
8332051,1,225,109,NA,0,NA,NA,400,0
8332052,0,90,45,NA,0,NA,NA,1,0
8332053,1,177,87,53,1,70,0,400,0
8332054,1,319,172,5,4,80,3,400,0
8332055,1,320,101,37,1,53,0,400,0
8332056,0,259,80,80,0,80,0,1,0
8332057,0,143,112,86,0,86,0,1,0
8332058,0,37,36,NA,0,NA,NA,1,0
8332059,0,292,246,73,1,136,1,60,0
8332060,0,281,113,17,1,82,2,1,0
8332061,0,32,36,17,1,17,1,400,0
8332062,0,122,97,11,6,23,2,400,0
8332063,1,161,101,NA,0,NA,NA,400,1
8332064,1,301,171,NA,0,NA,NA,1,1
8332065,0,125,62,NA,1,NA,NA,1,0
8332066,1,322,99,NA,0,NA,NA,1,0
8332067,1,6,NA,NA,1,NA,NA,NA,0
8332068,0,75,72,NA,0,NA,NA,1,1
8332069,0,314,111,56,0,56,0,1,0
8332070,0,354,NA,NA,NA,NA,NA,NA,0
8332071,1,361,149,5,1,61,3,1,0
8332072,0,24,16,NA,0,NA,NA,1,0
8332073,0,199,99,NA,0,NA,NA,1,0
8332074,0,261,261,25,0,73,2,1,0
8332075,0,214,27,NA,0,NA,NA,60,0
8332076,0,279,130,130,0,130,0,400,0
8332077,0,348,81,42,1,42,1,400,0
8332078,0,234,246,107,0,135,1,30,0
8332079,0,197,83,NA,0,NA,NA,400,0
8332080,0,268,140,NA,0,NA,NA,400,0
8332081,0,17,NA,NA,NA,NA,NA,NA,0
8332082,0,58,55,NA,0,NA,NA,1,0
8332083,0,75,61,NA,4,NA,NA,1,0
8332084,1,207,113,113,0,113,1,1,0
8332085,0,250,113,37,0,71,1,1,0
8332086,0,345,162,162,0,162,1,1,0
8332087,0,281,84,84,0,84,0,1,0
8332088,0,354,162,45,0,113,0,1,0
8332089,1,14,4,NA,0,NA,NA,1,0
8332090,0,307,282,50,1,96,0,1,0
8332091,0,235,235,5,2,87,5,400,0
8332092,1,212,164,5,0,19,0,400,1
8332093,1,348,187,17,0,76,1,400,0
8332094,0,366,116,31,0,71,2,400,0
8332095,0,209,201,69,0,80,0,1,0
8332096,0,38,35,NA,0,NA,NA,1,0
8332097,1,102,NA,NA,NA,NA,NA,NA,0
8332098,0,14,15,NA,0,NA,NA,60,0
8332099,0,219,206,99,0,153,2,400,0
8332100,0,198,198,29,0,88,2,120,0
8332101,0,241,251,NA,0,NA,NA,120,0
8332102,1,47,41,NA,3,NA,NA,1,0
8332103,0,160,138,32,0,83,2,400,0
8332104,0,372,68,2,0,32,5,120,0
8332105,1,76,57,NA,0,NA,NA,400,1
8332106,0,316,150,NA,0,NA,NA,1,0
8332107,0,291,128,79,0,99,2,400,0
8332108,1,337,232,NA,0,NA,NA,400,0
8332109,0,205,86,NA,0,NA,NA,1,0
8332110,1,347,159,24,0,74,2,400,0
8332111,0,359,117,28,0,73,2,1,0
8332112,0,198,178,93,0,136,1,400,0
8332113,0,162,146,109,0,109,1,400,0
8332114,1,243,226,56,0,100,2,400,0
8332115,1,106,48,NA,2,NA,NA,1,0
8332116,0,73,NA,NA,NA,NA,NA,NA,0
8332117,1,179,131,NA,1,NA,NA,1,0
8332118,0,4,NA,NA,NA,NA,NA,NA,0
8332119,0,362,252,14,1,14,1,400,0
8332120,1,131,13,NA,0,NA,NA,90,0
8332121,0,341,113,26,0,70,0,400,0
8332122,1,353,137,12,6,71,6,400,1
8332123,0,52,21,11,0,11,1,1,0
8332124,1,246,197,54,0,54,0,400,0
8332125,1,111,102,NA,0,NA,NA,1,0
8332126,1,78,77,64,1,71,1,60,0
8332127,0,190,95,37,1,37,0,400,0
8332128,0,205,99,68,0,68,0,1,0
8332129,1,226,163,5,1,42,1,400,0
8332130,1,124,110,30,10,52,1,400,0
8332131,0,55,NA,NA,NA,NA,NA,NA,0
8332132,0,323,261,6,0,134,2,1,0
8332133,0,298,99,NA,0,NA,NA,1,0
8332134,1,341,96,30,0,62,1,400,0
8332135,0,154,85,NA,0,NA,NA,400,1
8332136,0,88,85,NA,0,NA,NA,1,0
8332137,0,191,180,51,0,64,1,400,0
8332138,1,63,73,NA,0,NA,NA,1,0
8332139,1,231,206,56,0,102,1,400,0
8332140,1,205,113,99,2,104,0,400,0
8332141,1,362,98,NA,1,NA,NA,400,0
8332142,0,235,156,7,0,97,4,1,0
8332143,0,289,92,NA,0,NA,NA,400,0
8332144,1,301,218,30,0,74,3,400,1
8332145,0,170,110,NA,0,NA,NA,1,0
8332146,0,295,34,NA,0,NA,NA,1,0
8332147,0,88,89,15,0,15,1,1,0
8332148,1,192,52,NA,0,NA,NA,400,0
8332149,0,103,91,73,0,82,0,60,0
8332150,1,261,100,NA,0,NA,NA,1,0
8332151,0,293,291,118,0,118,1,1,0
8332152,1,24,25,NA,0,NA,NA,400,0
8332153,0,103,88,NA,0,NA,NA,1,0
8332154,0,137,85,NA,0,NA,NA,1,0
8332155,0,237,77,77,0,77,0,1,0
8332156,0,129,130,33,0,51,1,400,0
8332157,0,272,202,NA,0,NA,NA,1,0
8332158,0,274,147,19,0,46,3,400,0
8332159,0,331,136,22,0,62,7,400,0
8332160,0,247,174,NA,0,NA,NA,1,0
8332161,0,56,56,NA,0,NA,NA,1,0
8332162,1,150,46,19,1,19,1,1,0
8332163,1,228,177,23,0,23,1,400,0
8332164,1,103,73,18,0,46,0,1,0
8332165,0,129,46,NA,0,NA,NA,30,0
8332166,0,319,122,NA,0,NA,NA,120,0
8332167,1,149,138,14,1,76,5,1,0
8332168,0,252,114,NA,0,NA,NA,1,0
8332169,0,180,133,98,0,98,0,1,0
8332170,0,239,200,14,0,64,1,400,0
8332171,0,79,78,NA,0,NA,NA,400,0
8332172,1,156,157,3,1,54,1,400,0
8332173,0,90,88,NA,0,NA,NA,400,0
8332174,0,258,123,69,0,80,3,400,0
8332175,0,97,81,34,1,55,0,400,0
8332176,0,226,233,88,0,88,0,1,0
8332177,0,85,85,85,0,85,0,1,0
8332178,1,343,128,30,0,46,1,400,0
8332179,0,197,145,NA,2,NA,NA,400,0
8332180,0,372,84,84,0,84,0,400,0
8332181,0,374,159,78,1,118,1,1,1
8332182,0,297,326,42,0,63,2,400,0
8332183,1,343,131,8,0,82,2,1,0
8332184,1,322,203,21,3,103,2,1,0
8332185,0,131,NA,NA,0,NA,NA,NA,0
8332186,0,202,189,97,1,117,3,1,0
8332187,0,365,114,43,0,81,2,1,0
8332188,0,194,142,90,0,90,0,1,0
8332189,1,57,2,NA,0,NA,NA,1,0
8332190,1,113,79,79,0,79,0,400,0
8332191,1,363,122,13,0,19,1,30,0
8332192,0,291,298,NA,0,NA,NA,1,0
8332193,0,336,107,NA,0,NA,NA,1,0
8332194,0,316,507,25,3,87,3,400,0
8332195,0,238,81,81,0,81,0,1,0
8332196,0,340,92,4,1,4,1,1,0
8332197,1,NA,NA,NA,NA,NA,NA,NA,0
8332198,0,100,90,37,1,54,1,400,0
8332199,0,152,66,NA,0,NA,NA,400,0
8332200,0,142,105,NA,1,NA,NA,90,1
8332201,0,249,174,NA,0,NA,NA,400,0
8332202,0,109,NA,NA,NA,NA,NA,NA,0
8332203,0,88,75,NA,0,NA,NA,400,0
8332204,1,62,NA,NA,NA,NA,NA,NA,0
8332205,1,350,203,21,2,56,0,60,0
8332206,1,320,124,21,2,66,1,400,1
8332207,0,256,30,NA,1,NA,NA,400,0
8332208,0,157,158,124,0,124,1,30,0
8332209,0,285,93,79,0,79,0,400,0
8332210,1,299,457,87,0,87,1,1,0
8332211,1,NA,NA,NA,NA,NA,NA,NA,0
8332212,1,375,195,22,0,22,1,1,0
8332213,0,302,NA,NA,NA,NA,NA,NA,0
8332214,0,356,245,28,0,112,2,1,0
8332215,1,263,NA,NA,0,NA,NA,NA,0
8332216,0,9,4,NA,0,NA,NA,1,0
8332217,0,171,29,NA,0,NA,NA,1,0
8332218,1,22,NA,NA,0,NA,NA,NA,0
8332219,0,205,146,140,0,140,0,400,0
8332220,0,218,208,41,0,72,0,400,1
8332221,1,295,205,40,0,86,1,400,0
8332222,0,247,86,32,0,54,0,400,0
8332223,1,3,3,NA,0,NA,NA,1,0
8332224,0,323,216,18,1,61,0,90,1
8332225,1,290,269,90,2,90,0,400,0
8332226,0,179,172,NA,2,NA,NA,1,0
8332227,0,107,108,NA,0,NA,NA,1,1
8332228,0,97,159,94,2,94,0,400,0
8332229,0,53,44,NA,0,NA,NA,400,0
8332230,0,177,166,95,0,95,0,1,0
8332231,0,291,122,80,1,95,3,400,0
8332232,0,29,30,NA,0,NA,NA,1,0
8332233,0,54,41,30,0,34,2,30,0
8332234,0,128,144,NA,0,NA,NA,1,0
8332235,0,247,82,26,1,33,2,1,0
8332236,0,127,84,NA,0,NA,NA,400,0
8332237,0,111,69,NA,0,NA,NA,1,0
8332238,1,329,127,79,3,87,1,1,0
8332239,0,245,215,NA,0,NA,NA,400,0
8332240,0,39,NA,NA,0,NA,NA,1,0
8332241,0,50,13,13,0,13,0,400,0
8332242,0,200,84,4,0,38,2,400,0
8332243,0,236,NA,NA,0,NA,NA,NA,0
8332244,1,42,8,NA,0,NA,NA,1,0
8332245,1,12,NA,NA,0,NA,NA,NA,1
8332246,1,199,NA,NA,0,NA,NA,NA,0
8332247,0,12,8,NA,0,NA,NA,1,1
8332248,0,178,144,NA,0,NA,NA,1,0
8332249,0,318,152,45,0,87,1,1,0
8332250,0,315,103,5,0,59,4,30,0
8332251,1,129,86,NA,0,NA,NA,1,0
8332252,0,29,NA,NA,0,NA,NA,NA,1
8332253,0,125,110,29,0,84,1,30,1
8332254,0,245,68,NA,0,NA,NA,400,0
8332255,0,199,NA,NA,0,NA,NA,NA,0
8332256,1,177,115,40,0,75,1,30,0
8332257,0,256,257,78,0,78,0,400,0
8332258,0,299,NA,NA,0,NA,NA,NA,0
8332259,0,218,82,NA,1,NA,NA,1,0
8332260,0,16,2,NA,0,NA,NA,1,0
8332261,1,217,NA,NA,0,NA,NA,NA,0
8332262,1,382,254,10,2,74,3,400,1
8332263,0,188,129,32,0,32,1,1,0
8332264,1,119,NA,NA,0,NA,NA,NA,0
8332265,0,120,120,87,0,94,1,400,0
8332266,0,345,147,NA,0,NA,NA,1,0
8332267,0,268,65,NA,0,NA,NA,1,0
8332268,0,311,69,7,0,25,3,1,0
8332269,1,194,108,70,0,89,1,1,0
8332270,1,189,99,6,0,50,1,30,0
8332271,1,171,99,NA,0,NA,NA,400,0
8332272,0,131,94,4,1,19,0,400,0
8332273,0,279,161,81,0,81,0,1,0
8332274,0,260,150,3,0,74,2,30,0
8332275,1,17,18,NA,0,NA,NA,1,0
8332276,0,373,436,NA,0,NA,NA,1,0
8332277,1,236,110,74,0,89,0,1,0
8332278,1,104,75,46,1,56,0,1,0
8332279,0,350,173,113,0,136,2,1,0
8332280,1,137,124,38,0,75,1,400,0
8332281,1,87,69,69,0,69,0,1,0
8332282,1,51,36,NA,0,NA,NA,400,0
8332283,1,130,77,NA,1,NA,NA,400,0
8332284,1,73,36,NA,0,NA,NA,1,0
8332285,0,8,6,NA,1,NA,NA,1,0
8332286,1,5,5,NA,0,NA,NA,1,1
8332287,0,295,208,30,0,52,1,400,0
8332288,0,92,14,NA,0,NA,NA,1,0
8332289,1,111,101,8,0,25,1,1,0
8332290,0,234,124,36,0,64,4,30,0
8332291,0,149,135,44,0,64,0,1,1
8332292,1,299,84,NA,1,NA,NA,400,0
8332293,1,248,251,4,0,28,2,1,0
8332294,0,279,247,83,0,106,0,30,0
8332295,0,55,55,23,0,36,2,400,0
8332296,0,237,106,NA,0,NA,NA,1,0
8332297,0,199,157,117,1,137,1,1,1
8332298,1,88,32,NA,0,NA,NA,1,0
8332299,1,61,63,NA,0,NA,NA,1,0
8332300,0,337,197,92,0,92,0,400,0
8332301,0,346,369,62,0,117,1,90,0
8332302,1,236,330,56,0,70,1,30,0
8332303,0,319,108,NA,0,NA,NA,400,0
8332304,0,326,315,32,1,99,4,400,0
8332305,0,201,198,94,0,94,1,1,0
8332306,1,319,190,101,1,103,0,1,0
8332307,0,134,92,76,0,76,0,1,0
8332308,0,307,303,79,3,79,1,1,0
8332309,1,381,185,30,0,108,3,400,0
8332310,0,373,158,24,2,65,4,400,0
8332311,0,331,NA,NA,0,NA,NA,1,0
8332312,1,96,NA,NA,NA,NA,NA,NA,0
8332313,0,194,92,8,0,61,0,400,0
8332314,0,297,214,NA,1,NA,NA,1,0
8332315,0,123,123,37,0,46,1,60,0
8332316,0,296,115,12,0,48,1,1,0
8332317,0,285,69,69,0,69,0,400,0
8332318,0,100,15,4,0,4,1,1,0
8332319,0,124,121,NA,0,NA,NA,1,0
8332320,0,153,125,66,0,96,1,1,0
8332321,0,286,NA,NA,0,NA,NA,NA,0
8332322,0,60,31,31,0,31,1,1,0
8332323,1,117,82,77,0,80,2,1,0
8332324,1,184,100,89,0,89,0,400,0
8332325,1,111,25,NA,0,NA,NA,400,0
8332326,0,14,NA,NA,0,NA,NA,NA,0
8332327,0,101,100,NA,0,NA,NA,400,1
8332328,0,247,125,75,0,94,3,400,0
8332329,1,419,NA,NA,1,NA,NA,NA,0
8332330,0,355,155,29,0,73,3,1,0
8332331,0,413,106,36,1,71,1,400,0
8332332,0,52,NA,NA,NA,NA,NA,NA,0
8332333,1,244,43,39,0,39,0,400,0
8332334,0,114,90,13,0,51,1,400,0
8332335,0,204,184,NA,0,NA,NA,1,0
8332336,0,352,51,NA,0,NA,NA,1,0
8332337,0,104,NA,NA,0,NA,NA,NA,0
8332338,0,62,38,NA,0,NA,NA,90,0
8332339,1,373,175,175,0,175,1,400,0
8332340,0,100,NA,NA,0,NA,NA,NA,0
8332341,0,195,162,9,2,77,2,400,0
8332342,0,161,86,NA,0,NA,NA,120,0
8332343,0,307,280,42,1,42,0,1,0
8332344,0,111,96,NA,0,NA,NA,1,0
8332345,0,380,178,NA,0,NA,NA,1,0
8332346,0,183,81,NA,0,NA,NA,400,0
8332347,1,265,235,8,2,47,5,30,0
8332348,0,269,NA,NA,0,NA,NA,NA,0
8332349,0,353,123,97,0,97,0,1,0
8332350,0,337,70,70,0,70,0,400,0
8332351,0,298,349,12,0,12,1,1,0
8332352,0,376,35,21,0,21,1,1,0
8332353,0,322,254,42,0,98,1,1,0
8332354,1,324,NA,NA,0,NA,NA,NA,0
8332355,0,224,219,NA,0,NA,NA,1,0
8332356,0,158,139,NA,0,NA,NA,1,0
8332357,1,231,141,14,1,68,1,400,1
8332358,1,201,94,24,3,24,0,400,0
8332359,0,286,169,56,0,74,0,120,0
8332360,1,356,87,43,1,43,0,1,0
8332361,0,338,141,39,4,90,2,400,0
8332362,0,103,103,71,0,71,0,30,0
8332363,1,324,40,40,0,40,0,1,0
8332364,0,44,35,NA,0,NA,NA,1,1
8332365,0,287,115,NA,0,NA,NA,1,0
8332366,1,99,85,37,0,59,1,1,0
8332367,1,320,128,NA,0,NA,NA,120,0
8332368,1,93,10,NA,0,NA,NA,1,1
8332369,1,189,142,21,0,46,5,1,0
8332370,0,380,218,92,0,105,1,30,0
8332371,0,207,227,57,0,87,4,1,0
8332372,0,84,81,20,1,50,2,1,0
8332373,1,321,195,54,0,95,2,400,0
8332374,1,166,53,NA,0,NA,NA,400,0
8332375,1,184,158,7,6,65,9,400,0
8332376,1,216,142,NA,0,NA,NA,400,0
8332377,0,243,188,99,0,99,0,30,0
8332378,0,381,211,76,0,106,3,1,0
8332379,1,236,70,NA,0,NA,NA,400,0
8332380,0,193,131,130,0,130,0,1,0
8332381,0,321,158,1,0,80,6,1,0
8332382,0,314,86,74,0,74,0,1,0
8332383,1,234,172,30,3,79,0,400,0
8332384,1,56,36,NA,0,NA,NA,400,1
8332385,0,169,99,36,0,60,1,1,0
8332386,0,225,99,93,0,93,0,400,0
8332387,1,195,113,64,0,89,1,1,0
8332388,0,368,290,31,0,101,5,1,0
8332389,0,331,171,NA,0,NA,NA,60,0
8332390,0,69,57,NA,0,NA,NA,400,0
8332391,1,79,43,NA,1,NA,NA,1,0
8332392,0,299,221,54,0,75,1,1,0
8332393,0,25,NA,NA,0,NA,NA,NA,1
8332394,0,133,127,72,0,72,1,400,0
8332395,1,32,NA,NA,NA,NA,NA,NA,1
8332396,0,181,87,87,0,87,0,120,0
8332397,1,161,3,NA,0,NA,NA,1,0
8332398,1,41,27,NA,0,NA,NA,400,0
8332399,1,204,87,39,0,47,1,400,0
8332400,1,138,83,27,3,52,2,30,0
8332401,1,53,42,NA,1,NA,NA,1,0
8332402,1,170,39,39,1,39,1,1,0
8332403,1,293,106,12,0,12,1,400,0
8332404,1,237,147,27,0,62,1,30,0
8332405,0,287,262,29,1,86,2,400,0
8332406,0,340,262,88,0,88,1,30,0
8332407,0,148,135,72,1,96,3,60,0
8332408,0,288,152,44,1,96,1,120,0
8332409,0,17,NA,NA,NA,NA,NA,NA,0
8332410,0,286,160,23,1,80,0,400,0
8332411,0,344,343,1,0,41,1,400,0
8332412,1,311,61,NA,0,NA,NA,400,0
8332413,0,291,50,NA,0,NA,NA,1,0
8332414,1,220,89,11,0,15,1,400,0
8332415,1,153,56,NA,0,NA,NA,400,0
8332416,1,60,55,NA,0,NA,NA,400,0
8332417,1,205,106,93,0,93,0,400,0
8332418,0,346,57,54,0,55,0,400,0
8332419,0,353,222,70,0,77,0,1,0
8332420,0,233,218,NA,1,NA,NA,1,1
8332421,0,104,73,NA,0,NA,NA,30,0
8332422,1,56,30,NA,0,NA,NA,1,0
8332423,0,238,231,92,0,92,0,1,0
8332424,0,231,83,19,1,19,1,400,0
8332425,1,34,35,NA,1,NA,NA,1,0
8332426,0,291,144,36,0,55,1,400,0
8332427,0,127,126,87,0,100,1,400,0
8332428,0,129,130,23,3,84,3,1,0
8332429,1,79,79,NA,0,NA,NA,1,0
8332430,0,313,163,9,0,9,0,30,0
8332431,0,146,146,12,0,28,2,1,0
8332432,0,293,65,65,0,65,1,1,0
8332433,1,74,40,NA,0,NA,NA,30,0
8332434,0,165,165,63,0,114,4,30,0
8332435,0,3,NA,NA,NA,NA,NA,NA,1
8332436,0,186,180,29,0,29,1,1,0
8332437,0,266,151,31,0,92,10,30,1
8332438,1,301,308,30,2,87,1,400,0
8332439,0,290,289,91,1,116,0,60,0
8332440,0,67,69,NA,0,NA,NA,1,0
8332441,0,281,68,42,0,42,0,400,0
8332442,0,250,91,86,0,86,0,400,0
8332443,0,301,245,NA,0,NA,NA,1,0
8332444,1,254,248,NA,0,NA,NA,1,0
8332445,0,288,95,NA,0,NA,NA,1,0
8332446,0,207,146,NA,0,NA,NA,400,0
8332447,0,214,161,NA,0,NA,NA,1,0
8332448,1,91,21,21,2,21,1,400,0
8332449,1,183,132,NA,1,NA,NA,400,0
8332450,0,205,209,66,0,108,3,1,1
8332451,0,345,180,180,2,180,1,400,0
8332452,0,109,96,32,1,58,1,400,0
8332453,0,25,NA,NA,0,NA,NA,NA,0
8332454,1,264,211,89,0,114,7,1,0
8332455,0,378,NA,NA,0,NA,NA,NA,0
8332456,1,239,126,NA,0,NA,NA,1,0
8332457,1,248,141,71,0,71,0,400,0
8332458,1,57,41,7,0,24,1,1,0
8332459,0,115,106,106,0,106,1,1,0
8332460,0,122,123,39,0,45,1,1,0
8332461,0,103,98,3,0,3,1,1,0
8332462,0,351,113,89,0,94,0,30,0
8332463,0,377,248,60,0,101,4,1,0
8332464,0,377,163,37,0,98,2,400,0
8332465,0,373,175,22,3,100,4,400,0
8332466,0,128,84,NA,1,NA,NA,1,0
8332467,1,41,8,8,0,8,1,1,1
8332468,0,205,178,10,0,53,1,1,0
8332469,0,265,264,64,0,103,4,30,0
8332470,1,84,78,NA,0,NA,NA,400,0
8332471,1,310,311,56,0,59,0,1,0
8332472,0,356,91,78,0,78,0,30,0
8332473,0,206,209,NA,0,NA,NA,1,0
8332474,0,374,NA,NA,0,NA,NA,NA,0
8332475,0,206,86,44,1,44,0,1,0
8332476,0,198,194,22,0,68,4,30,0
8332477,0,320,83,NA,0,NA,NA,1,0
8332478,0,313,95,86,1,86,0,1,0
8332479,1,147,NA,NA,0,NA,NA,NA,0
8332480,0,353,165,22,3,70,2,1,0
8332481,0,127,NA,NA,0,NA,NA,NA,0
8332482,1,151,NA,NA,1,NA,NA,NA,0
8332483,1,157,119,93,0,93,0,400,0
8332484,1,304,112,NA,1,NA,NA,1,1
8332485,0,340,127,65,3,96,1,1,0
8332486,0,325,51,NA,0,NA,NA,1,0
8332487,1,78,69,22,0,22,1,400,0
8332488,0,82,84,67,0,67,0,400,0
8332489,1,158,130,36,2,67,4,400,0
8332490,0,93,34,34,0,34,0,400,0
8332491,1,300,136,54,0,85,2,120,0
8332492,0,201,202,27,0,54,1,400,0
8332493,0,192,173,85,2,108,1,400,0
8332494,0,350,157,74,0,99,4,1,0
8332495,1,52,NA,NA,0,NA,NA,NA,0
8332496,0,310,171,83,0,127,1,400,0
8332497,0,83,89,NA,0,NA,NA,400,0
8332498,0,159,25,NA,1,NA,NA,400,0
8332499,0,176,78,NA,0,NA,NA,400,0
8332500,0,128,12,NA,1,NA,NA,400,0
8332501,1,211,NA,NA,0,NA,NA,NA,1
8332502,0,87,74,NA,0,NA,NA,400,0
8332503,0,131,NA,NA,NA,NA,NA,NA,0
8332504,0,382,235,19,0,117,0,400,0
8332505,1,306,219,16,0,66,1,400,0
8332506,0,180,117,14,0,35,2,400,0
8332507,0,290,NA,NA,NA,NA,NA,NA,0
8332508,0,223,183,183,0,183,1,1,0
8332509,0,345,86,NA,0,NA,NA,400,0
8332510,1,104,77,50,0,50,0,400,0
8332511,0,129,129,NA,0,NA,NA,1,0
8332512,0,234,153,81,0,81,0,1,0
8332513,1,332,110,76,0,92,2,1,0
8332514,1,273,116,116,0,116,0,400,0
8332515,1,345,72,52,2,52,1,1,0
8332516,0,298,NA,NA,0,NA,NA,NA,0
8332517,0,223,287,NA,0,NA,NA,1,0
8332518,0,179,110,50,0,50,0,30,0
8332519,0,42,39,NA,0,NA,NA,1,0
8332520,1,223,71,NA,0,NA,NA,1,0
8332521,1,226,189,28,0,73,0,1,0
8332522,0,237,NA,NA,0,NA,NA,NA,0
8332523,0,196,91,91,0,91,0,1,0
8332524,0,325,335,NA,0,NA,NA,1,0
8332525,0,148,133,33,0,58,0,400,0
8332526,1,162,98,18,0,54,2,400,0
8332527,0,346,195,1,0,82,9,30,0
8332528,1,334,186,88,3,88,0,400,1
8332529,0,344,121,81,0,81,1,1,0
8332530,1,270,211,167,0,167,1,1,0
8332531,1,292,127,87,1,107,1,400,0
8332532,0,112,109,NA,0,NA,NA,400,0
8332533,1,377,281,84,0,85,1,400,0
8332534,0,221,129,97,0,97,1,1,0
8332535,1,214,89,NA,0,NA,NA,1,0
8332536,0,317,NA,NA,0,NA,NA,NA,0
8332537,0,203,NA,NA,NA,NA,NA,NA,0
8332538,0,135,97,66,0,66,0,1,0
8332539,0,281,126,3,3,48,4,30,0
8332540,0,321,185,23,0,74,1,1,0
8332541,1,211,154,79,0,107,1,120,0
8332542,1,194,143,19,0,23,0,400,1
8332543,0,352,304,NA,2,NA,NA,1,0
8332544,1,91,65,NA,0,NA,NA,400,0
8332545,0,383,280,29,0,69,1,400,0
8332546,1,323,144,33,0,78,1,400,0
8332547,0,210,45,22,0,28,0,400,0
8332548,0,168,104,38,1,71,1,1,0
8332549,1,251,240,14,4,84,2,400,1
8332550,0,284,211,36,0,70,0,30,0
8332551,1,355,227,5,0,53,10,1,0
8332552,1,106,72,72,0,72,0,400,0
8332553,0,195,15,NA,3,NA,NA,1,0
8332554,0,43,45,9,0,9,0,30,0
8332555,0,44,30,NA,1,NA,NA,30,0
8332556,1,46,46,NA,1,NA,NA,120,0
8332557,0,282,94,NA,0,NA,NA,1,0
8332558,0,294,251,14,0,71,2,400,0
8332559,0,122,NA,NA,0,NA,NA,NA,0
8332560,1,292,250,79,0,90,0,30,0
8332561,0,302,210,74,0,103,1,400,0
8332562,1,141,114,114,0,114,1,120,0
8332563,0,240,58,NA,0,NA,NA,1,0
8332564,0,23,NA,NA,NA,NA,NA,NA,0
8332565,0,343,166,4,2,39,2,400,0
8332566,0,256,NA,NA,0,NA,NA,NA,0
8332567,0,289,84,6,0,41,1,1,0
8332568,0,381,161,48,0,74,1,1,0
8332569,0,177,89,NA,0,NA,NA,400,0
8332570,0,55,NA,NA,0,NA,NA,NA,1
8332571,0,349,208,36,1,36,0,400,0
8332572,1,89,NA,NA,NA,NA,NA,NA,0
8332573,1,283,116,116,0,116,1,1,0
8332574,1,189,75,NA,0,NA,NA,400,0
8332575,0,183,74,74,0,74,0,30,0
8332576,0,137,NA,NA,0,NA,NA,NA,0
8332577,1,340,227,78,0,78,0,30,0
8332578,0,238,232,10,0,48,2,400,0
8332579,0,NA,NA,NA,0,NA,NA,NA,NA
8332580,0,286,182,46,2,46,1,120,0
8332581,0,334,139,109,0,109,0,1,0
8332582,1,77,50,NA,0,NA,NA,90,0
8332583,1,67,55,NA,1,NA,NA,120,0
8332584,1,120,NA,NA,0,NA,NA,NA,1
8332585,1,229,161,94,0,94,0,60,0
8332586,1,246,184,75,0,98,1,400,0
8332587,1,231,240,119,0,130,2,1,0
8332588,0,214,104,NA,0,NA,NA,400,0
8332589,0,NA,114,34,2,34,0,90,NA
8332590,0,46,51,51,0,51,1,400,0
8332591,1,197,79,29,0,56,0,30,0
8332592,1,202,126,3,0,3,1,1,0
8332593,1,199,105,NA,0,NA,NA,1,0
8332594,1,96,1,1,0,1,1,1,0
8332595,0,358,184,144,0,144,1,120,0
8332596,0,250,200,21,0,88,4,90,0
8332597,1,248,87,NA,0,NA,NA,400,0
8332598,1,374,156,42,0,55,6,400,0
8332599,0,298,39,NA,2,NA,NA,1,1
8332600,1,87,NA,NA,NA,NA,NA,NA,0
8332601,1,73,22,NA,0,NA,NA,1,0
8332602,1,100,108,56,1,67,2,400,0
8332603,1,146,108,94,2,101,1,1,0
8332604,1,194,42,NA,0,NA,NA,400,0
8332605,0,244,336,34,5,66,1,400,0
8332606,1,11,12,NA,0,NA,NA,1,0
8332607,0,295,153,75,0,75,0,1,0
8332608,1,178,36,NA,0,NA,NA,400,0
8332609,1,234,122,NA,2,NA,NA,1,1
8332610,0,15,NA,NA,0,NA,NA,NA,1
8332611,0,173,86,NA,0,NA,NA,1,0
8332612,0,285,248,50,3,77,2,60,0
8332613,0,22,21,5,0,13,2,120,0
8332614,0,246,203,112,0,112,1,1,0
8332615,0,348,86,NA,0,NA,NA,400,0
8332616,0,223,210,48,1,48,0,400,0
8332617,0,263,257,NA,1,NA,NA,400,0
8332618,1,143,77,36,0,36,0,400,1
8332619,0,260,165,60,1,81,1,1,0
8332620,0,68,NA,NA,1,NA,NA,NA,0
8332621,0,214,188,94,0,94,0,1,0
8332622,1,355,146,146,0,146,1,400,0
8332623,1,291,241,28,0,28,0,60,0
8332624,0,378,171,9,1,75,2,1,0
8332625,1,197,173,NA,0,NA,NA,400,0
8332626,1,218,53,32,0,32,1,400,0
